,airbnb_id,airbnb_name,host_id,price,room_type,number_of_reviews,availability_365
117218,19169,Entire 2 Bedroom - Large & Sunny,73128,350,Entire home/apt,77,358
117219,19282,"Sunny, Spacious Top Floor Haven",73469,130,Entire home/apt,17,269
117220,19601,perfect for a family or small group,74303,2000,Entire home/apt,25,157
117221,19812,2 bedroom Williamsburg Apt - Bedford L stop,74857,105,Entire home/apt,61,357
117222,20300,Great Location for NYC,76627,50,Private room,2,0
117223,20611,Cozy Bedroom in Williamsburg 3 BR,72014,85,Private room,193,365
117224,20717,Room in Brownstone B/Q feet away,78353,85,Private room,43,335
117225,20724,Sunny room+Pvte office in huge loft,961342,50,Private room,30,335
117226,20755,"Large Parlor Room, Landmark Home 1 block to PRATT",51038,98,Private room,19,362
117227,20913,Charming 1 bed GR8 WBurg LOCATION!,79402,80,Entire home/apt,168,0
117228,21456,Light-filled classic Central Park,42032,99,Entire home/apt,82,291
117229,21644,"Upper Manhattan, New York",82685,99,Private room,3,365
117230,21794,COZY QUIET monthly room 4 DOOGLERS!,83257,85,Private room,36,364
117231,23135,House On Henry (3rd FLR Suite),11481,128,Entire home/apt,259,365
117232,23545,Upper Upper West Side Townhouse 2bd/2ba,92411,200,Entire home/apt,219,0
117233,23686,2000 SF 3br 2ba West Village outdoor living house,93790,419,Entire home/apt,49,264
117234,24143,"Williamsburg—Steps To Subway, Private Bath&Balcony",97219,122,Private room,352,67
117235,24285,Beautiful Duplex Apartment,97797,220,Entire home/apt,88,344
117236,25235,Large 2 Bedroom Great for Groups!,87773,110,Entire home/apt,170,286
117237,25406,"Modern Brooklyn Apt., August sublet",105538,83,Entire home/apt,29,0
117238,25696,"1,800 sq foot in luxury building",107628,82,Private room,190,364
117239,26012,Sunny 2-story Brooklyn townhouse w deck and garden,109589,200,Entire home/apt,20,73
117240,26362,"Times Square, Safe, Clean and Cozy!",59734,69,Private room,374,300
117241,26520,"Cozy Room #3, Landmark Home 1 Block to PRATT",51038,98,Private room,29,287
117242,26559,Beautiful Apartment East Village,112793,140,Entire home/apt,12,157
117243,26785,Park Slope Green Guest House,42273,120,Entire home/apt,470,203
117244,26969,2 story family home in Williamsburg,115307,350,Entire home/apt,342,91
117245,27006,Comfortable UWS 2-BD Family-Friendly Brownstone,115560,225,Entire home/apt,28,343
117246,27644,Sugar Hill Rest Stop,119510,170,Entire home/apt,209,356
117247,27659,3 Story Town House in Park Slope,119588,250,Entire home/apt,16,281
117248,27759,apartment next to Central park,119900,170,Entire home/apt,20,205
117249,27883,East Village Sanctuary,120223,100,Entire home/apt,25,0
117250,28907,Garden studio in the Upper East Sid,124352,150,Entire home/apt,21,246
117251,29013,B & B Room 1,35935,70,Private room,64,90
117252,29455,Accommodations  Just For You #1,126607,100,Entire home/apt,169,242
117253,29628,Sunny Room in New Condo,127608,89,Private room,281,364
117254,29683,Stylish & Sleek Apartment Near SoHo!,125857,125,Entire home/apt,106,331
117255,30031,NYC artists’ loft with roof deck,129352,49,Private room,196,0
117256,31130,Most Central Location!,117287,134,Private room,66,351
117257,31555,Luminous Beautiful West Village Studio,135619,65,Entire home/apt,29,0
117258,31902,Sanctuary in East Flatbush,137292,80,Private room,4,178
117259,31994,Room with En Suite Bathroom & Deck,137814,80,Private room,464,362
117260,32023,Flat Macdonough,137974,125,Entire home/apt,263,97
117261,32037,Huge Private  Floor at The Waverly,116599,139,Private room,92,365
117262,32041,Large SoHo Apartment. 950 sqft,138073,300,Entire home/apt,9,271
117263,32289,"Sun-drenched, artsy modernist 1 BDRM duplex",139612,199,Entire home/apt,10,308
117264,32329,Fully Furnished Beautiful 1 Bedroom,139853,160,Entire home/apt,3,363
117265,32331,"Sunny, Cobble Hill Apartment",139874,140,Entire home/apt,4,0
117266,32363,Fully Furnished Basement Apartment,140025,70,Private room,1,36
117267,32965,FLAT MACDONOUGH GARDEN,137974,115,Entire home/apt,141,118
117268,33009,Retreat in Williamsburg,143027,195,Entire home/apt,252,310
117269,33014,NYC Zen,143048,125,Entire home/apt,34,275
117270,33156,"Sunny, Clean Zen Home w pr.Bath",128669,150,Entire home/apt,19,329
117271,36442,Great location. Spacious 2BR near PROSPECT PARK,137432,121,Entire home/apt,4,250
117272,36647,Private Bdrm/Bathrm. New! Elevator!,157798,79,Private room,34,145
117273,36703,"Sunny, clean 1 bdrm in W. Village",158284,200,Entire home/apt,136,342
117274,36934,Great location in Williamsburg,159370,125,Entire home/apt,27,250
117275,37042,2BR Flex in Hudson Yards near Penn Station,159917,125,Entire home/apt,25,0
117276,37197,BRIGHT EAST VILLAGE APT IN TRENDY AREA,160605,171,Entire home/apt,64,88
117277,38638,Light and Airy Upper East Side 1 BDR apartment,92788,152,Entire home/apt,134,360
117278,38663,Luxury Brownstone in Boerum Hill,165789,650,Entire home/apt,23,365
117279,39267,CENTRAL PARK LOFT all for YOU,168417,99,Entire home/apt,261,293
117280,39282,“Work-from-home” from OUR home.,168525,89,Private room,220,36
117281,39572,1 br in a 2 br apt (Midtown West),169927,139,Private room,44,281
117282,39586,Hudson view & near Central Park elegant room,12220,123,Private room,181,365
117283,39593,A room of own with a Manhattan view,110506,79,Private room,29,97
117284,39704,"Private, Large & Sunny 1BR w/W&D",170510,135,Entire home/apt,337,0
117285,40453,Charming & Cozy midtown loft any WEEK ENDS  !!!,174025,250,Entire home/apt,4,365
117286,41513,Convenient cozy cheap apt Manhattan,181167,80,Entire home/apt,2,0
117287,42300,Beautiful Lower East Side Loft,184755,450,Entire home/apt,57,311
117288,42729,House On Henry (2nd FLR Suite),11481,125,Entire home/apt,169,365
117289,42882,New York room with a view,185978,70,Private room,176,341
117290,43726,"Apartment in Tribeca, NYC Panoramic VIEWS~",191091,225,Entire home/apt,11,146
117291,44096,Room with a View,190409,50,Private room,277,364
117292,44161,Williamsburg Old School Light x Airy x Rustic Loft,193360,140,Entire home/apt,193,250
117293,44229,BROOKLYN VICTORIAN STYLE SUITE.....,181376,110,Private room,231,359
117294,44288,CO-VID IMMUNE! Entire studio in West Village,193637,128,Entire home/apt,90,278
117295,44506,Accommodations Galore: #3,126607,135,Entire home/apt,97,300
117296,45542,Clean and Cozy Harlem Apartment,202249,100,Entire home/apt,18,0
117297,45556,"Fort Greene, Brooklyn: Center Bedroom",67778,65,Private room,251,175
117298,45910,Beautiful Queens Brownstone! - 5BR,204539,357,Entire home/apt,13,365
117299,45935,Room in Beautiful Townhouse.,204586,60,Private room,0,83
117300,45936,Couldn't Be Closer To Columbia Uni,867225,75,Private room,129,365
117301,45940,Bright Spacious Luxury Condo,204724,209,Entire home/apt,35,0
117302,46544,Park Slope haven 15 mins from Soho,8198,150,Entire home/apt,58,238
117303,46911,Large Room in private Brownstone in Park Slope,210746,100,Private room,51,250
117304,47362,"LARGE, COMFY 1BDR W/CHARACTER!!!",214148,175,Entire home/apt,30,365
117305,47370,Chelsea Studio sublet 1 - 2 months,214287,132,Entire home/apt,3,0
117306,48719,Designer 1 BR Duplex w/ Terrace- Spectacular Views,221873,192,Entire home/apt,116,64
117307,50447,"Lovely Apt & Garden;  Legal; Amenities, Spotless",9744,126,Entire home/apt,171,346
117308,51438,1 Bedroom in 2 Bdrm Apt- Upper East,236421,130,Private room,0,0
117309,51850,( F) Excellent/Pvt Rm,27848,65,Private room,53,365
117310,53137,"Quiet, sunny Midtown Manhattan apt.",240360,195,Entire home/apt,10,0
117311,53196,Big Room/Washer-Dryer/Wifi/AC/JMZ,247432,80,Private room,11,0
117312,53469,cozy studio with parking spot,204539,100,Entire home/apt,33,365
117313,53470,Clean and convenient 2BR apartment,204539,160,Private room,6,365
117314,53477,3 floors of luxury!,204539,350,Entire home/apt,20,0
117315,53758,ARTY BOHEMIAN PRVT ROOM,251176,99,Private room,95,26
117316,54158,The Institute—Heart of Williamsburg,10889,249,Entire home/apt,370,0
117317,54453,MIDTOWN WEST - Large alcove studio,255583,146,Shared room,10,363
117318,54466,Beautiful Uptown Manhattan apartmnt,253385,200,Private room,0,365
117319,54508,Sml Rm  Brst  PSl great for longer stays Med/Stu,210746,50,Private room,100,0
117320,54544,City Room - Private Penthouse Apt.,256161,161,Entire home/apt,122,365
117321,54626,Cozy bedroom by Yankee Stadium,190409,55,Private room,181,364
117322,54694,(H) Great Deal/Pvt Rm,27848,65,Private room,62,365
117323,54860,Great apartment with private bathroom and entrance,258164,100,Private room,228,345
117324,55498,Modern comfort in art infused landmark Brownstone,262138,79,Private room,42,131
117325,55668,"Noho/East Village, Entire Apt 1 and 1/2 BATH",88209,140,Entire home/apt,115,43
117326,55982,Cozy 2 br in sunny Fort Greene apt,264928,85,Private room,37,0
117327,56525,1 Bedroom Loft w/ Private Roof Deck,268014,295,Entire home/apt,73,6
117328,56859,City Room - Private & Comfy Bedroom,256161,78,Private room,208,338
117329,57166,Elegant NYC Pad,272006,119,Entire home/apt,38,164
117330,57297,"Clean & bright 1BR in Cobble Hill, GREAT location!",199392,162,Entire home/apt,239,117
117331,57468,"Modern, Large East Village Loft",239208,140,Entire home/apt,205,0
117332,57618,"Great new apt, close to everything",274557,250,Entire home/apt,107,90
117333,57740,Quiet & Clean Retreat in the City,275459,239,Entire home/apt,7,362
117334,57754,Stylish Large SPARKLING Gramercy Loft!,275578,219,Entire home/apt,119,334
117335,57874,The Brownstone-Luxury 1 Bd Apt/NYC,276291,157,Entire home/apt,260,327
117336,58062,South Slope Green,277394,139,Private room,25,349
117337,58467,"17 Flr. Manhattan Views, Nr. Subway",279797,99,Private room,22,113
117338,59014,"Spacious 1BR, Adorable Clean Quiet",282927,150,Entire home/apt,57,307
117339,59121,"Nice, clean, safe, convenient 3BR",204539,168,Entire home/apt,2,365
117340,59709,"Artistic, Cozy, and Spacious w/ Patio! Sleeps 5",186084,100,Entire home/apt,21,155
117341,59855,One bedroom Apt. in NYC,288031,250,Entire home/apt,82,250
117342,60164,"Beautiful, elegant 3 bed SOHO loft",289653,500,Entire home/apt,106,174
117343,60193,The Cozy Brownstone in Harlem,289838,150,Private room,2,365
117344,60457,Spacious Greenwich Village Apt,99212,250,Entire home/apt,10,0
117345,60611,SpaHa Studio Monthly Rental,292204,100,Entire home/apt,187,0
117346,60666,City Room - Private Luxury Suite,256161,110,Private room,215,365
117347,60673,Private Room/bath Luxurious Harlem,249372,125,Private room,3,365
117348,60680,"Bright, Sunny, Comfy Home to Shelter in Place",292630,86,Entire home/apt,155,359
117349,60794,"Bright and spacious, garden below!",293394,211,Entire home/apt,4,0
117350,60948,Accommodations Just For You #2,126607,95,Entire home/apt,152,206
117351,61167,Colorful Private One Bedroom Apt,295760,135,Entire home/apt,21,0
117352,61224,Huge Chelsea Loft,291112,900,Entire home/apt,35,365
117353,61509,"Quiet, clean midtown apt w. elevato",23619,110,Entire home/apt,92,0
117354,61747,"Cozy,  Brooklyn, Prospect Park Studio",299370,91,Entire home/apt,97,20
117355,62427,Great East Village Apartment Rental,303882,130,Entire home/apt,61,178
117356,62430,BROWNSTONE SUNDRENCHED BEAUTY,197755,72,Entire home/apt,129,0
117357,62452,A SpeciaL!! Private Room in NY,303939,38,Private room,213,362
117358,62461,B NYC Staten Alternative...,303939,38,Private room,171,333
117359,62468,"Great Apt, Great Location",304081,170,Entire home/apt,30,365
117360,62787,C Private Room By The Ferry,303939,38,Private room,200,362
117361,62891,Smallest House In The Village,306545,140,Entire home/apt,198,160
117362,62903,Beautiful modern studio apartment in heart of NYC,306605,205,Entire home/apt,68,89
117363,62925,Beautiful Landmarked Duplex,306739,285,Entire home/apt,129,356
117364,63320,D Private Che@p Room 2 Explore NYC,303939,38,Private room,250,354
117365,63360,Safe and near subway& Manhattan NY NY retro style,307962,140,Entire home/apt,480,354
117366,63573,Small tidy bedroom in duplex,310458,55,Private room,9,0
117367,63588,LL3,295128,89,Private room,0,293
117368,63610,DOMINIQUE'S NY mini efficiency pad* SANITIZED* wow,310670,102,Entire home/apt,44,363
117369,63657,"Private, Large & Sunny Top Floor Apt  w/W&D",170510,135,Entire home/apt,268,0
117370,63693,Cottage in the Village,306545,200,Entire home/apt,153,0
117371,63913,"Hosting Your  Sunny, Spacious NYC Room",312288,64,Private room,1,270
117372,64000,Williamsburg near soho. / l,312722,60,Private room,14,362
117373,64015,Prime East Village 1 Bedroom,146944,200,Entire home/apt,0,0
117374,64107,BROOKLYN  STUDIO APARTMENT,313317,100,Private room,308,318
117375,64314,cozy bedroom in lovely garden apt,314256,75,Private room,50,0
117376,64361,East village one bedroom apartment,314562,105,Entire home/apt,69,0
117377,64365,Crown Heights Garden Apt.,314582,60,Private room,244,364
117378,64837,ENJOY Downtown NYC!!,46978,40,Private room,215,0
117379,65200,10 min from Manhattan!,318729,36,Private room,80,0
117380,65268,Share a HOME - $75 for 1 bdrm/++ for 2 - Brooklyn,319092,75,Private room,63,252
117381,65556,"Room in S3rd/Bedford, Williamsburg",320422,60,Private room,0,0
117382,65615,Farmhouse Apartment in Williamsburg,320761,90,Entire home/apt,55,338
117383,65660,Bright+Spacious Williamsburg Abode!,320538,105,Entire home/apt,157,177
117384,65813,"Suite Sugar Hill, Harlem, Private Rm in Hosted Apt",321756,75,Private room,20,364
117385,65834,Beautiful 1 Bedroom Apt Park Slope,321934,200,Entire home/apt,11,244
117386,66008,CHARMING CARROLL GARDENS APT.,322884,190,Entire home/apt,68,250
117387,66251,East Village Loft with Piano & Patio,324460,149,Entire home/apt,93,70
117388,66275,Lower East Side Magic Apartment,314941,99,Entire home/apt,144,343
117389,66451,**Fantastic Williamsburg Apt**,325389,90,Entire home/apt,11,130
117390,66718,West Harlem Home Base - Eco-Apt.,136227,108,Entire home/apt,209,343
117391,66741,Charming Garden Apt in Park Slope,327673,236,Entire home/apt,250,230
117392,66974,"Lovely, Modern, Garden Apartment",329436,141,Entire home/apt,89,345
117393,67288,Central Park 1BR sunny condo,101597,99,Entire home/apt,29,332
117394,67299,Cozy Garden Apartment  in Williamsburg,330347,69,Entire home/apt,62,47
117395,67397,SoHa comfort-by NW Central Park!,332189,122,Private room,112,219
117396,68099,Cozy room in Upper West Side,323517,109,Private room,112,365
117397,68253,Room in the heart of Astoria,67730,55,Private room,0,251
117398,68305,Your Home Away From Home,338454,75,Private room,66,365
117399,68735,Prewar Penthouse w Private Terrace,342054,199,Entire home/apt,33,359
117400,68765,Designer 2.5 BR Loft in Carroll Gardens by Subway,282655,229,Entire home/apt,138,282
117401,68900,Bright Beautiful Brooklyn,343250,125,Private room,7,364
117402,68974,Unique spacious loft on the Bowery,281229,611,Entire home/apt,216,358
117403,69894,"Nice renovated apt, prime location!",352168,150,Entire home/apt,50,61
117404,69921,Brooklyn Writer's Nook,155689,82,Private room,53,363
117405,70128,"Large, Sunny AC Room East Village NYC",354330,52,Private room,53,173
117406,70279,Red Hook Modern Townhouse,61531,168,Entire home/apt,64,364
117407,71248,Bright and lovely 1 bdrm apt in LES,363834,115,Entire home/apt,48,80
117408,71366,Beautiful One Bed West Village - 4 Month Special,364955,200,Entire home/apt,42,330
117409,71384,Gigantic Private Brooklyn Loft!,365153,229,Entire home/apt,50,250
117410,71812,Condo Apartment with Laundry and Assigned Parking,369015,80,Entire home/apt,8,286
117411,72190,1BR: See Central Park from Terrace!,373085,110,Entire home/apt,38,0
117412,73246,Cozy private room near Columbia U.,368364,62,Private room,3,0
117413,74073,Food & Music Dream Apartment in Williamsburg,211877,187,Entire home/apt,90,44
117414,74240,French Garden cottage off Bedford,389924,186,Entire home/apt,70,265
117415,74333,Alcove Studio w/ outdoor Patio Deck,331328,63,Entire home/apt,36,317
117416,74680,One Bedroom Mini studio - Free WIFI,265109,119,Entire home/apt,226,251
117417,74821,Deluxe Harlem 2 Bedroom,394640,149,Entire home/apt,47,90
117418,74860,"Sunlit and Cozy Williamsburg/Greenpoint, Brooklyn",394752,75,Entire home/apt,3,0
117419,75635,Bright Cozy Chinatown Studio Apt.,401696,150,Entire home/apt,321,311
117420,76761,"Sun-Filled, Warm, and Spacious 2-BR w/WFH Nook",118971,142,Entire home/apt,434,73
117421,77765,Superior @ Box House,417504,179,Hotel room,38,238
117422,78919,"Historic House Boerum Hill, BK, NYC",422561,135,Entire home/apt,6,0
117423,80493,Cozy room in East Village with AC,434987,55,Private room,200,0
117424,80684,Duplex w/ Terrace @ Box House Hotel,417504,349,Hotel room,8,238
117425,80700,Loft w/ Terrace @ Box House Hotel,417504,349,Private room,7,238
117426,80924,Spacious 3 Bedroom Duplex in Park Slope,438133,69,Entire home/apt,37,0
117427,81739,Loft w/ Terrace @ Box House Hotel,417504,249,Private room,2,238
117428,82549,Columbia Castle in Brooklyn Heights,448312,100,Private room,67,0
117429,82550,Columbia Castle 2 BR,448312,200,Entire home/apt,94,321
117430,82638,"Charming Artist's Flat, East Village",449787,125,Entire home/apt,265,355
117431,82928,BEAUTIFUL 2 BEDROOM APARTMENT,451545,150,Entire home/apt,71,351
117432,83391,Huge Studio in Heart of TriBeCa,454497,240,Entire home/apt,9,365
117433,83446,Ft. Greene gem with back yard & private entrance,454756,100,Entire home/apt,6,35
117434,83847,East Village Designer's 1-BR APT,410094,180,Entire home/apt,44,76
117435,84010,Superior @ Box House,417504,179,Hotel room,16,0
117436,84059,So Much Room in Brooklyn,459054,150,Entire home/apt,5,0
117437,86215,MODERN SPACIOUS 2 BR APT DOWNTOWN MANHATTAN,327900,216,Entire home/apt,166,180
117438,87279,A Cozy Uptown Private Bedroom,478136,70,Private room,136,364
117439,89205,Spacious and sunny 1bedroom. apt. East Village,257306,124,Entire home/apt,40,262
117440,89427,The Brooklyn Waverly,116599,650,Entire home/apt,0,364
117441,89621,ENTIRE APT SLEEP 4,209460,150,Entire home/apt,238,365
117442,93313,MAISON DES SIRENES 2,25183,120,Entire home/apt,101,348
117443,94035,"Modern, Safe, Clean, Bright Room in Astoria for 2",35375,76,Private room,51,365
117444,94209,LARGE 1BR (CONV 2BR) CROWN HEIGHTS,503800,100,Entire home/apt,0,364
117445,94477,The Vernon On Greene,478395,127,Entire home/apt,400,8
117446,94783,"Beautiful, Bright’s, Warm & Spacious 1.5BR Apt",473113,125,Entire home/apt,112,365
117447,95747,Lovely 1BR in Tree-lined WBurg,509341,140,Entire home/apt,13,79
117448,95883,Spacious Loft in Clinton Hill,509918,200,Entire home/apt,5,250
117449,96471,"The Brooklyn Waverly, One Bedroom",116599,171,Private room,13,364
117450,98663,Groovy NYC Chelsea Pad,520279,130,Entire home/apt,19,192
117451,99085,Sunny Bklyn Jewel  Fort Greene DEC  - FEB 2020,522164,123,Entire home/apt,17,247
117452,99662,Your Cozy Home - Center of New York,524730,135,Entire home/apt,28,353
117453,100002,"MANHATTAN Cozy, Neat, Nice, Bright ROOM",523218,49,Private room,151,321
117454,100184,Bienvenue,526653,50,Private room,47,88
117455,100186,Large Brand New Park Slope 1BR,526805,130,Entire home/apt,102,127
117456,100368,Greenwich Village Brownstone -- Huge Private Deck,526105,196,Entire home/apt,32,342
117457,101053,Colorful Artistic Williamsburg Apt,530032,120,Entire home/apt,37,0
117458,102995,UWS Brownstone Near Central Park,178043,212,Entire home/apt,45,67
117459,103161,Artsy top floor Apt in prime Bedford  Williamsburg,465278,145,Entire home/apt,133,365
117460,103311,2 BR w/ Terrace @ Box House Hotel,417504,599,Private room,9,238
117461,105469,The Ocean Palace #2,547386,70,Private room,16,193
117462,105510,Private 1-Bedroom Apt in Townhouse,322716,68,Entire home/apt,18,165
117463,105790,Holiday special near Columbia Univ!,548817,80,Private room,150,0
117464,106363,Bright Room With A Great River View,551055,80,Private room,417,336
117465,106647,Tree lined block modern apartment,552679,125,Entire home/apt,97,291
117466,107630,Sweet Historic Greenpoint Duplex,306739,175,Entire home/apt,272,344
117467,107895,Riverside Charm with Fire Place,3088389,120,Entire home/apt,59,317
117468,110739,Central Nomad/Chelsea Loft Studio - metro dnstairs,568568,110,Entire home/apt,58,262
117469,112100,Sunny 3BR Apt Ideal for Family,572527,165,Entire home/apt,3,7
117470,112304,Cozy Private Room in West Harlem!,573316,90,Private room,1,0
117471,112359,UES Quiet & Spacious 1 bdrm for 4,571952,225,Entire home/apt,58,365
117472,112435,ALL ABOUT A VERY COMFORTABLE ROOM..,181376,95,Private room,177,365
117473,113092,Rm in Beautiful Luxury Apt. Bldg,575906,90,Private room,0,205
117474,113265,Brooklyn- Crown Heights Garden Apt.,314582,55,Private room,270,364
117475,114123,Large Park Slope Townhouse Duplex,579495,259,Entire home/apt,34,131
117476,114229,2 Bedroom SoHo Apartment (Bowery),314941,99,Entire home/apt,76,356
117477,115535,Sun-Drenched Hamilton Hts Jewel,567187,65,Private room,37,0
117478,115748,1 BDRM Apt-Weekend Sublease,585166,60,Entire home/apt,32,327
117479,116551,Beautiful Harlem Private Garden Apartment,497672,82,Entire home/apt,171,161
117480,117425,"Conveniently Located, Sunny Brooklyn Heights!",593115,120,Entire home/apt,99,268
117481,118061,Style in Stuyvesant Heights,2248897,110,Entire home/apt,85,219
117482,118680,Spacious East Village apt near it all,599354,85,Private room,0,0
117483,121687,Spacious Brooklyn Loft - 2 Bedroom,262812,250,Entire home/apt,55,50
117484,121861,"Park Slope Apt:, Spacious 2 bedroom",611716,165,Entire home/apt,23,212
117485,123784,NYC Studio for Rent in Townhouse,617990,85,Entire home/apt,167,354
117486,125163,Authentic New York City Living,622855,99,Private room,41,355
117487,126443,☆Massive DUPLEX☆ 2BR & 2BTH East Village 9+ Guests,627217,332,Entire home/apt,410,0
117488,126816,Gorgeous Upper West Side Apartment,620288,85,Private room,3,0
117489,127387,"Luxe, Spacious 2BR 2BA Nr Trains",23276,260,Entire home/apt,3,157
117490,128975,City Room - Street View Apt,256161,143,Entire home/apt,128,365
117491,132516,Forest Hills Apt minutes to midtown Manhattan,85330,105,Entire home/apt,33,120
117492,132661,Time Square  Shared APT.,651818,54,Private room,74,114
117493,132695,Perfect Williamsburg Summer Haven,507186,128,Entire home/apt,15,0
117494,133025,Midtown cozy convenient,653405,68,Private room,131,257
117495,134934,Prime Williamsburg Apartment,652842,250,Entire home/apt,27,20
117496,135393,"Private, spacious room in Brooklyn",663764,50,Private room,290,178
117497,135465,Garden apartment close to Manhattan,663879,170,Entire home/apt,99,365
117498,135706,Heart of Chelsea,665013,132,Entire home/apt,10,0
117499,136493,"Historical home w/ exceptional space, light & art",663384,250,Entire home/apt,19,250
117500,137121,Beautiful & Quiet Williamsburg Apt,669695,100,Entire home/apt,104,250
117501,138216,Sunny and Spacious Designer's Home,674970,100,Entire home/apt,9,0
117502,139624,"Spacious,Sunny, private one bedroom",680818,73,Entire home/apt,76,97
117503,140133,Truly Amazing Oasis In The City,622866,255,Entire home/apt,172,261
117504,140425,Holiday Time in NY - Oh My!!,683975,58,Private room,115,0
117505,140973,East Village Charmer,686147,225,Entire home/apt,78,365
117506,141154,Affordable Furnished Apartment,686768,120,Entire home/apt,263,178
117507,141335,Architect's Brownstone,687361,900,Entire home/apt,35,365
117508,141890,LUXURY SOHO 2 Bedroom Apt,689661,375,Entire home/apt,18,0
117509,142069,"EAST VILLAGE STUDIO, sunny & quiet",277747,100,Entire home/apt,22,0
117510,144087,LUXURY OF THE HORIZON,616825,259,Entire home/apt,20,365
117511,144148,1 Bdrm in 4 Bdrm dupelx/roof deck,299755,67,Private room,34,0
117512,145064,The Heart of Prime Williamsburg,404424,145,Entire home/apt,8,0
117513,145994,Cozy 2 Bedroom with Private Garden,706418,95,Entire home/apt,3,0
117514,148201,NYC - Sunny Greenwich Village 1br,715807,175,Entire home/apt,18,0
117515,148259,Garage Designer Loft,716064,235,Entire home/apt,78,364
117516,148825,Best City Area Columbia U Upper West Side C Park,718349,151,Entire home/apt,216,361
117517,149287,Your own apartment off Park Avenue,720320,250,Entire home/apt,0,0
117518,149777,Artistic Couples Retreat,716306,114,Entire home/apt,248,355
117519,150804,Lower East Side 2 Bed Apt.,726333,300,Entire home/apt,27,77
117520,150883,Charming West Village Apartment,726634,100,Entire home/apt,26,334
117521,150989,"Sunlit 1 bedroom apt: Williamsburg, Brooklyn",727084,155,Entire home/apt,17,27
117522,151199,Clean Astoria-Private Home NYC,722320,129,Entire home/apt,457,306
117523,151478,"BIG, COMFY , PRIV. ROOM, BIG APT, YARD, GREAT LOC.",216191,87,Private room,8,173
117524,152071,Park Slope Apartment,731855,150,Entire home/apt,0,0
117525,152259,City Room - Semi Private Bedroom,256161,58,Private room,124,365
117526,152263,Cozy apartment in a brownstone,732535,300,Entire home/apt,229,325
117527,153780,Private E. Village Townhouse Stay,739499,175,Private room,184,364
117528,154934,Harlem/Hamilton Heights Cozy Room,745069,75,Private room,38,365
117529,155296,Incredible Prime Williamsburg Loft!,656841,250,Entire home/apt,40,52
117530,157673,Large  Loft Style  Studio  Space,757166,65,Entire home/apt,91,163
117531,158061,Hancock Town House!-Stuyvesant Mews,758441,165,Private room,27,365
117532,158176,Entire Apt in Heart of Williamsburg,573065,86,Entire home/apt,133,22
117533,158913,"Nice, cozy, neat apt Greenpoint,BK",762563,130,Entire home/apt,4,0
117534,158955,PRIVATE and SUNNY Williamsburg Apt!,465589,138,Entire home/apt,436,294
117535,159749,Purple Room for 2/3 in brownstone $1450 per month,54275,87,Private room,76,330
117536,159815,Red Room for two in Brownstone for $1355/mo,54275,81,Private room,51,346
117537,159913,"Chelsea living, 2BR best location",759883,150,Private room,30,0
117538,160994,In the heart of East Village,770831,200,Entire home/apt,114,250
117539,161394,Surfer room 15mins to downtown NYC!,772300,90,Private room,3,0
117540,161996,Manhattan Penthouse-Max.12 guests,1856604,395,Entire home/apt,247,359
117541,162493,Prime Williamsburg 3 BR with Deck,776490,430,Entire home/apt,39,140
117542,162508,Beautiful Brooklyn Oasis,776645,201,Entire home/apt,30,0
117543,162565,"Sunny 1-BR, Meatpacking District",759163,175,Entire home/apt,11,342
117544,163814,☆ STUDIO East Village ☆ Own bath! ☆ Sleeps 5,627217,99,Entire home/apt,326,365
117545,164989,"*SoHo: Clean, Safe, Private, Peaceful Bedroom (A)*",104450469,141,Private room,80,89
117546,165080,Amazing Brownstone in Best Brooklyn,618702,500,Entire home/apt,7,0
117547,166006,Nice Manhattan Apt Near Central Park and Subway,791287,250,Entire home/apt,189,258
117548,166172,Private Stay In Peaceful Artist Apartment,792159,55,Private room,70,0
117549,166983,"3 BR, Beautiful Brooklyn Duplex",795640,350,Entire home/apt,6,0
117550,167013,Spacious modern studio apartment in Manhattan,306605,205,Entire home/apt,3,90
117551,167017,Gorgeous Duplex + Garden,795889,219,Entire home/apt,2,0
117552,168123,"Sunny, quiet, legal homelike suite-Pk Slope South",720558,175,Entire home/apt,109,179
117553,168810,Lovely Vintage Haven—Heart of UWS,747698,175,Entire home/apt,11,359
117554,169063,Artistic East Village 1BR Apt.,498638,95,Entire home/apt,46,73
117555,169306,Affordable & Cozy,806214,37,Private room,136,320
117556,169464,Creative Vintage Loft in S. Williamsburg,806774,85,Entire home/apt,98,253
117557,169483,Very close to Downtown Awesome Private Apartment,807642,110,Entire home/apt,0,1
117558,170420,The Happy home!,812814,79,Entire home/apt,15,0
117559,170761,"Fort Greene, Brooklyn: Front Bedroom",67778,85,Private room,53,180
117560,171562,Chelsea studio with balcony & views,60923,215,Entire home/apt,19,24
117561,172499,Beautiful UES Family Apartment,823006,250,Entire home/apt,26,362
117562,173151,spacious studio,826459,78,Private room,262,90
117563,173742,"Elegant, large 3-BR duplex, Union Square/Gramercy",829652,392,Entire home/apt,114,358
117564,174966,Luxury 2Bed/2.5Bath Central Park View,836168,2500,Entire home/apt,30,0
117565,176135,Cosy Sunny 1brm in Prospect Heights,842125,97,Entire home/apt,33,348
117566,176653,East Village bedroom w rooftop,844862,100,Private room,50,0
